SHAPE,GIS_IDNTFC_NO,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,SRC_OBJECTID,SRC_LD_CPSG_CODE,BULD_IDNTFC_NO,AGBLDG_SE_CODE,BULD_KND_CODE,BULD_TOTAR,STRCT_CODE,STRCT_CODE_NM,MAIN_PRPOS_CODE,MAIN_PRPOS_CODE_NM,BULD_HG,GROUND_FLOOR_CO,UNDGRND_FLOOR_CO,USE_CONFM_DE,BULD_AGE,AGRDE_SE_CODE,AGRDE_SE_CODE_NM,AGRDE_5_CLASS_SE_CODE,AGRDE_5_CLASS_SE_CODE_NM,FRST_REGIST_DT,PRMISN_DE,BULD_NM,BULD_DONG_NM
200537.119 452788.989 200535.639 452794.449 200526.829 452792.939 200527.259 452789.67 200528.059 452789.64 200528.499 452788.239 200529.609 452788.239 200531.859 452786.92 200537.119 452788.989,1992200532094527908100000000,1111016500100080010,11110,16500,1,0008,0010,3126,11110,26778,1,2,144.93,11,벽돌구조,01000,단독주택,0,2,1,19921027,28,03,20대,030,30세미만,2019-01-31Z,19920331,,
199152.814 452561.77 199140.094 452557.81 199142.514 452549.1 199147.884 452550.91 199147.084 452555.16 199150.744 452556.2 199151.864 452552.03 199157.454 452553.72 199152.814 452561.77,0000199148094525558100000000,1111013000100460000,11110,13000,1,0046,0000,16567,11110,28037,1,2,72.73,51,일반목구조,01000,단독주택,0,1,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
198228.578 453370.888 198228.44 453370.962 198223.31 453373.462 198219.17 453365.382 198231.85 453358.251 198235.13 453363.801 198236.71 453366.341 198228.578 453370.888,1966198227824533659100000000,1111013900101320001,11110,13900,1,0132,0001,25434,11110,14136,1,2,205.06,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19661002,54,06,50대,055,55세미만,2019-01-31Z,,,
201067.328 452431.558 201062.508 452435.928 201058.818 452431.978 201063.328 452428.368 201064.338 452428.808 201064.798 452428.798 201067.328 452431.558,1994201063094524319200000000,1111017400101380077,11110,17400,1,0138,0077,7992,11110,22737,1,2,183.03,11,벽돌구조,01000,단독주택,7.1,2,1,19940816,26,03,20대,030,30세미만,2019-01-31Z,19940328,,
199553.92 453926.125 199552.01 453933.635 199543.67 453931.055 199545.37 453924.265 199548.71 453925.225 199548.92 453924.685 199553.92 453926.125,2003199548844539287600000000,1111017300100460000,11110,17300,1,0046,0000,28276,11110,27503,1,2,291.73,21,철근콘크리트구조,04000,제2종근린생활시설,10.45,4,0,20030204,17,02,10대,020,20세미만,2019-01-31Z,20020913,,
197368.046 452940.592 197358.746 452938.312 197362.586 452927.162 197372.256 452930.052 197371.336 452934.992 197369.346 452934.742 197368.046 452940.592,0000197365424529338800000000,1111010800101540005,11110,10800,1,0154,0005,14873,11110,28848,1,2,66.91,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200813.165 452991.147 200812.975 452991.696 200815.565 452993.296 200810.365 453000.877 200804.105 452996.387 200809.175 452988.807 200813.165 452991.147,1974200809824529947900000000,1111017400106110077,11110,17400,1,0611,0077,4368,11110,26328,1,2,83.1,11,벽돌구조,01000,단독주택,0,2,0,19741230,46,05,40대,050,50세미만,2019-01-31Z,,,
196623.261 452414.41 196614.321 452414.34 196614.041 452406.93 196617.481 452407.219 196617.771 452410.469 196623.371 452410.399 196623.261 452414.41,1933196618064524114900000000,1111018100102100343,11110,18100,1,0210,0343,13079,11110,28501,1,2,29.75,51,일반목구조,01000,단독주택,0,1,0,19330820,87,09,80대,090,90세미만,2019-01-31Z,,,
200896.884 452888.734 200891.254 452895.564 200885.614 452890.665 200892.164 452884.234 200896.884 452888.734,0000200891394528898600000000,1111017400100230492,11110,17400,1,0023,0492,4379,11110,19150,1,2,92.56,11,벽돌구조,01000,단독주택,0,2,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
199402.17 453424.303 199392.59 453421.663 199394.08 453415.483 199382.89 453412.633 199386.88 453397.873 199399.78 453401.223 199400.87 453397.543 199407.03 453399.253 199405.89 453402.823 199419.36 453406.402 199415.651 453420.773 199403.94 453417.973 199402.17 453424.303,2009199400894534101800000000,1111013000100020001,11110,13000,1,0002,0001,25729,11110,100186273,1,2,582.7,51,일반목구조,05000,문화및집회시설,10.5,1,0,20090728,11,02,10대,015,15세미만,2019-01-31Z,,창경궁,대온실
199492.113 452915.507 199491.423 452925.927 199484.433 452925.538 199485.283 452915.187 199492.113 452915.507,2009199488314529205600000000,1111013000100020001,11110,13000,1,0002,0001,15575,11110,100186281,1,2,121.43,51,일반목구조,05000,문화및집회시설,5.3,1,0,20090728,11,02,10대,015,15세미만,2019-01-31Z,,창경궁,문정전회랑
201956.691 452792.426 201950.821 452788.447 201952.731 452785.497 201955.581 452787.536 201957.971 452784.126 201960.941 452786.056 201956.691 452792.426,0000201956054527881600000000,1111017500112210000,11110,17500,1,1221,0000,4949,11110,19784,1,2,26.45,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
196050.31 455700.716 196043.63 455703.956 196033.939 455683.346 196040.429 455680.216 196050.31 455700.716,1969196042104556921000000000,1111018500100070001,11110,18500,1,0007,0001,10900,11110,100186465,1,2,387.38,21,철근콘크리트구조,10000,교육연구시설,0,2,1,19690816,51,06,50대,055,55세미만,2019-01-31Z,,상명대학교,
196031.96 455753.187 196021.07 455773.677 196013.99 455769.917 196024.5 455749.377 196031.96 455753.187,1969196022924557614600000000,1111018500100070001,11110,18500,1,0007,0001,10799,11110,100186468,1,2,100.79,11,벽돌구조,10000,교육연구시설,0,1,0,19690816,51,06,50대,055,55세미만,2019-01-31Z,,상명대학교,
193780.952 442615.168 193780.919 442615.314 193784.82 442616.198 193782.433 442626.731 193771.802 442624.322 193774.189 442613.789 193774.339 442613.823 193774.369 442613.676 193780.952 442615.168,2016193778304426202000000000,1162010200114230027,11620,10200,1,1423,0027,93457,11620,100244272,1,2,990.77,21,철근콘크리트구조,15000,숙박시설,27.5,9,1,20161026,4,01,10세미만,005,5세미만,2019-01-31Z,20160412,월드관광호텔,
200434.553 453048.483 200429.703 453048.683 200429.573 453050.713 200421.893 453051.163 200421.153 453051.093 200421.153 453040.513 200434.332 453040.533 200434.553 453048.483,1991200427394530453800000000,1111016800101900001,11110,16800,1,0190,0001,4674,11110,10861,1,2,399.86,21,철근콘크리트구조,01000,단독주택,0,3,1,19911122,29,03,20대,030,30세미만,2019-01-31Z,19910307,,
200434.554 453115.004 200431.724 453115.514 200431.634 453116.534 200427.764 453116.674 200427.504 453108.674 200434.194 453108.224 200434.554 453115.004,0000200430884531122800000000,1111016800101290142,11110,16800,1,0129,0142,4675,11110,26294,1,2,99.84,11,벽돌구조,01000,단독주택,5.8,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
198719.485 452320.237 198720.797 452321.505 198713.097 452331.785 198703.277 452323.965 198707.427 452318.245 198713.357 452310.195 198715.827 452311.825 198713.917 452314.875 198719.485 452320.237,1983198712204523218200000000,1111013600100010001,11110,13600,1,0001,0001,19416,11110,6307,1,2,467.28,21,철근콘크리트구조,04000,제2종근린생활시설,0,5,1,19830700,37,04,30대,040,40세미만,2019-01-31Z,19831203,,
199026.572 452457.371 199022.112 452457.191 199022.132 452456.401 199020.022 452456.281 199020.962 452447.421 199029.752 452447.901 199029.342 452456.801 199026.612 452456.641 199026.572 452457.371,1970199024984524523300000000,1111013300100930000,11110,13300,1,0093,0000,19195,11110,5728,1,2,612.96,21,철근콘크리트구조,Z8000,교육연구및복지시설,19.65,6,1,19700817,50,06,50대,055,55세미만,2019-01-31Z,,1,1
198259.2 453365.331 198250.81 453369.211 198248.42 453362.331 198256.33 453358.791 198259.2 453365.331,0000198253694533639500000000,1111013900100940002,11110,13900,1,0094,0002,26893,11110,5817,1,2,79.57,51,일반목구조,04000,제2종근린생활시설,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
198599.332 452066.825 198600.242 452069.915 198585.922 452078.345 198570.551 452041.705 198574.571 452032.655 198578.931 452032.765 198578.931 452037.555 198599.002 452036.594 198599.332 452066.825,0000198587164520534500000000,1111013600102620000,11110,13600,1,0262,0000,20169,11110,5200,1,2,695.74,11,벽돌구조,16000,위락시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
199238.684 451858.153 199227.384 451854.613 199230.153 451845.063 199217.373 451842.103 199216.913 451842.983 199215.363 451842.803 199215.463 451840.973 199211.853 451840.293 199211.813 451838.323 199205.973 451837.233 199208.283 451829.133 199221.753 451830.963 199221.053 451836.733 199240.643 451840.752 199238.684 451858.153,1966199225534518422100000000,1111015500100940002,11110,15500,1,0094,0002,18711,11110,11209,1,2,244.2,21,철근콘크리트구조,03000,제1종근린생활시설,0,3,0,19660911,54,06,50대,055,55세미만,2019-01-31Z,,,
201603.601 459155.495 201603.311 459165.695 201593.471 459165.165 201593.151 459160.695 201594.091 459160.665 201594.171 459156.995 201598.531 459156.745 201598.661 459155.455 201603.601 459155.495,1990201598794591608200000000,1130510300101180022,11305,10300,1,0118,0022,10720,11305,19944,1,2,178.47,11,벽돌구조,01000,단독주택,7.3,2,1,19900809,30,04,30대,035,35세미만,2019-01-31Z,19900312,,
201129.645 452203.255 201129.445 452209.635 201126.255 452208.705 201126.365 452203.125 201129.645 452203.255,0000201127964522061700000000,1111017400103520002,11110,17400,1,0352,0002,5586,11110,25100,1,2,18.41,51,일반목구조,03000,제1종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201171.354 452150.294 201171.254 452156.034 201163.954 452154.844 201164.574 452149.634 201171.354 452150.294,1941201167834521527400000000,1111017400103400011,11110,17400,1,0340,0011,5594,11110,24456,1,2,29.75,51,일반목구조,01000,단독주택,0,1,0,19410820,79,08,70대,080,80세미만,2019-01-31Z,,,
201128.006 452310.056 201126.386 452315.156 201131.927 452317.756 201129.627 452321.046 201120.287 452317.386 201124.256 452308.296 201128.006 452310.056,1960201125634523153400000000,1111017400101970009,11110,17400,1,0197,0009,6502,11110,4518,1,2,100.83,51,일반목구조,01000,단독주택,0,1,0,19601011,60,07,60대,065,65세미만,2019-01-31Z,,,
201226.287 452323.464 201223.928 452333.084 201218.507 452332.085 201220.398 452322.404 201226.287 452323.464,2003201222294523276900000000,1111017400102220009,11110,17400,1,0222,0009,6244,11110,22655,1,2,290.7,21,철근콘크리트구조,04000,제2종근린생활시설,13,5,0,20030908,17,02,10대,020,20세미만,2019-01-31Z,20030325,덕용빌딩,덕용빌딩
200765.444 452322.932 200766.154 452329.002 200760.014 452329.382 200759.914 452322.902 200765.444 452322.932,1993200762854523261100000000,1111017400106600157,11110,17400,1,0660,0157,6245,11110,18424,1,2,86.37,11,벽돌구조,01000,단독주택,7.6,2,1,19930811,27,03,20대,030,30세미만,2019-01-31Z,19930327,,
186764.383 447617.548 186763.853 447624.788 186752.943 447623.948 186752.975 447623.537 186753.112 447621.783 186753.503 447616.758 186764.383 447617.548,1974186758674476207600000000,1150010300108770014,11500,10300,1,0877,0014,1191,11500,24464,1,2,181.62,21,철근콘크리트구조,01000,단독주택,0,2,1,19740913,46,05,40대,050,50세미만,2019-01-31Z,,,
201126.629 452456.647 201121.189 452461.347 201116.759 452456.047 201122.679 452451.377 201126.629 452456.647,1936201121774524563500000000,1111017400102260052,11110,17400,1,0226,0052,8140,11110,4693,1,2,36.36,51,일반목구조,01000,단독주택,0,1,0,19361130,84,09,80대,085,85세미만,2019-01-31Z,,,
200154.976 452139.89 200154.726 452147.15 200144.716 452146.86 200145.646 452138.56 200154.976 452139.89,0000200149894521431400000000,1111016200102460001,11110,16200,1,0246,0001,8953,11110,22844,1,2,50.02,51,일반목구조,16000,위락시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
206217.615 462008.173 206213.476 462008.963 206211.025 461992.623 206215.065 461991.933 206217.615 462008.173,1990206214294620004600000000,1135010500101690087,11350,10500,1,0169,0087,33348,11350,9765,1,2,297.57,21,철근콘크리트구조,03000,제1종근린생활시설,0,4,1,19900421,30,04,30대,035,35세미만,2019-01-31Z,19890826,,
200271.004 451992.987 200270.974 451997.097 200255.684 451997.107 200255.954 451992.917 200271.004 451992.987,1950200263374519950300000000,1111016300103210004,11110,16300,1,0321,0004,5084,11110,15794,1,2,67.38,51,일반목구조,03000,제1종근린생활시설,0,2,0,1950,70,08,70대,075,75세미만,2019-01-31Z,,,
196340.269 455514.7 196328.559 455517.37 196327.979 455513.7 196327.209 455513.82 196326.629 455510.14 196329.549 455509.68 196329.419 455508.9 196338.629 455507.45 196340.269 455514.7,2011196333484555122700000000,1111018600101780000,11110,18600,1,0178,0000,10985,11110,100191264,1,2,531.79,21,철근콘크리트구조,11000,노유자시설,11.82,3,3,20111216,9,01,10세미만,010,10세미만,2019-01-31Z,20101203,,제A동
200168.943 451987.739 200160.633 451987.499 200160.643 451985.749 200161.663 451985.759 200161.713 451974.469 200169.613 451974.499 200168.943 451987.739,0000200165414519810700000000,1111016300103320010,11110,16300,1,0332,0010,5092,11110,27463,1,2,165.28,11,벽돌구조,03000,제1종근린생활시설,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
196499.138 456015.241 196494.049 456021.591 196488.908 456018.061 196491.018 456015.541 196489.398 456013.691 196492.498 456009.921 196499.138 456015.241,1985196493654560158200000000,1111018600102510011,11110,18600,1,0251,0011,21370,11110,25965,1,2,118.07,11,벽돌구조,01000,단독주택,5.9,2,0,19850629,35,04,30대,040,40세미만,2019-01-31Z,,,
200849.942 452190.779 200843.402 452195.6 200834.832 452185.419 200842.352 452180.439 200849.942 452190.779,0000200842544521879800000000,1111017400106920000,11110,17400,1,0692,0000,5099,11110,22557,1,2,56.56,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200402.469 452240.977 200395.969 452248.207 200388.609 452241.747 200388.559 452240.247 200395.499 452236.487 200398.259 452236.047 200402.469 452240.977,0000200395604522415300000000,1111016400102390024,11110,16400,1,0239,0024,5175,11110,28144,1,2,59.5,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201722.747 452643.269 201717.167 452652.279 201712.187 452649.239 201717.757 452639.869 201722.747 452643.269,0000201717464526461300000000,1111017500101810044,11110,17500,1,0181,0044,2727,11110,7508,1,2,146.3,12,블록구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201710.127 452635.919 201703.727 452646.649 201699.657 452644 201705.716 452634.099 201710.127 452635.919,0000201704814526402000000000,1111017500101810046,11110,17500,1,0181,0046,2728,11110,18328,1,2,49.59,12,블록구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200638.226 452563.382 200642.397 452563.536 200646.587 452566.456 200642.667 452573.216 200634.847 452567.826 200637.277 452563.356 200638.226 452563.382,1978200640794525675000000000,1111016700100010197,11110,16700,1,0001,0197,2656,11110,27909,1,2,80,11,벽돌구조,01000,단독주택,0,2,0,19780525,42,05,40대,045,45세미만,2019-01-31Z,,,
200633.057 452592.756 200624.197 452592.636 200624.317 452583.366 200630.527 452583.396 200630.537 452587.616 200632.997 452587.586 200633.057 452592.756,1978200628184525884200000000,1111016700100010335,11110,16700,1,0001,0335,2662,11110,21939,1,2,121.35,11,벽돌구조,01000,단독주택,0,3,0,19780707,42,05,40대,045,45세미만,2019-01-31Z,,,
200595.95 452783.808 200593.79 452786.028 200587.67 452789.058 200582.36 452787.128 200582.87 452784.989 200585.09 452779.678 200595.95 452783.808,1991200588224527846200000000,1111016500100090202,11110,16500,1,0009,0202,3019,11110,10707,1,2,46.28,12,블록구조,01000,단독주택,0,2,0,19911110,29,03,20대,030,30세미만,2019-01-31Z,,제23호,
201357.178 452935.507 201352.879 452941.987 201345.508 452937.657 201347.348 452934.758 201355.068 452933.657 201357.178 452935.507,1991201351564529371900000000,1111017500100560029,11110,17500,1,0056,0029,3422,11110,15925,1,2,159.72,11,벽돌구조,01000,단독주택,0,2,1,19911219,29,03,20대,030,30세미만,2019-01-31Z,19900807,,
201349.792 452554.724 201349.952 452561.584 201340.972 452561.024 201341.042 452555.874 201344.062 452554.114 201349.792 452554.724,1985201345584525579600000000,1111017500100630017,11110,17500,1,0063,0017,2398,11110,18695,1,2,146.19,21,철근콘크리트구조,03000,제1종근린생활시설,0,2,1,19850120,35,04,30대,040,40세미만,2019-01-31Z,19840613,,
200403.205 452589.16 200401.785 452595.61 200392.085 452594.03 200396.205 452587.75 200403.205 452589.16,0000200398214525917900000000,1111016700100540002,11110,16700,1,0054,0002,2402,11110,9480,1,2,48.74,11,벽돌구조,16000,위락시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201294.643 452635.636 201283.793 452633.766 201284.293 452631.106 201286.383 452630.246 201287.193 452625.526 201291.763 452626.496 201291.993 452626.036 201294.523 452625.856 201296.583 452626.486 201294.643 452635.636,0000201290714526305600000000,1111017400101280037,11110,17400,1,0128,0037,2405,11110,1920,1,2,99.83,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201686.156 452602.559 201687.966 452604.799 201685.716 452615.279 201681.616 452615.009 201681.596 452612.999 201680.296 452612.719 201680.236 452612.169 201677.876 452611.929 201680.626 452602.219 201686.156 452602.559,1973201683224526084200000000,1111017500101780059,11110,17500,1,0178,0059,2421,11110,23270,1,2,253.84,11,벽돌구조,01000,단독주택,0,3,1,19730420,47,05,40대,050,50세미만,2019-01-31Z,,,
201187.961 452560.357 201184.131 452564.877 201176.701 452558.937 201181.101 452554.057 201183.341 452556.167 201182.061 452557.687 201183.801 452559.217 201185.041 452557.797 201187.961 452560.357,1935201182294525596700000000,1111017400101200001,11110,17400,1,0120,0001,2565,11110,4963,1,2,33.06,51,일반목구조,01000,단독주택,0,1,0,19350420,85,09,80대,090,90세미만,2019-01-31Z,,,
200831.689 452634.123 200827.359 452633.363 200828.729 452624.023 200833.979 452624.663 200833.329 452629.593 200832.299 452629.413 200831.689 452634.123,1958200830514526288100000000,1111017400106330025,11110,17400,1,0633,0025,2445,11110,25408,1,2,24.79,51,일반목구조,01000,단독주택,0,1,0,19581001,62,07,60대,065,65세미만,2019-01-31Z,,,
200608.61 452804.708 200603.4 452802.518 200606.96 452793.758 200610.47 452789.568 200614.98 452791.768 200615.87 452790.828 200617.49 452791.928 200615.31 452796.338 200614.42 452796.048 200610.49 452804.458 200609.02 452804.058 200608.61 452804.708,1960200610074527970900000000,1111016500100090177,11110,16500,1,0009,0177,3162,11110,23920,1,2,39.67,12,블록구조,01000,단독주택,0,2,0,19601005,60,07,60대,065,65세미만,2019-01-31Z,,제83호,
196817.557 454511.914 196808.127 454513.994 196806.287 454508.194 196816.297 454506.224 196817.557 454511.914,1967196812024545100600000000,1111018400102610006,11110,18400,1,0261,0006,21636,11110,16936,1,2,102.81,11,벽돌구조,03000,제1종근린생활시설,6,1,0,19671031,53,06,50대,055,55세미만,2019-01-31Z,,,
200338.655 452588.961 200337.825 452598.691 200326.035 452598.131 200326.934 452587.591 200338.655 452588.961,2011200332284525933300000000,1111016700100570006,11110,16700,1,0057,0006,2482,11110,100189457,1,2,1155.08,42,철골철근콘크리트구조,14000,업무시설,26.3,8,1,20110325,9,01,10세미만,010,10세미만,2019-01-31Z,20081218,금마빌딩,
197374.656 452226.42 197374.456 452226.22 197374.656 452226.02 197374.856 452226.22 197374.656 452226.42,2011197374654522262100000000,1111012100100010158,11110,12100,1,0001,0158,29022,11110,100190494,1,2,7549.08,42,철골철근콘크리트구조,14000,업무시설,24.9,7,4,20110923,9,01,10세미만,010,10세미만,2019-01-31Z,20080521,썬타워빌딩,썬타워빌딩
195848.858 456303.844 195839.858 456310.854 195832.627 456300.294 195841.947 456293.464 195848.858 456303.844,1948195840794563021100000000,1111018200102500003,11110,18200,1,0250,0003,10918,11110,2563,1,2,98.28,11,벽돌구조,04000,제2종근린생활시설,6.7,1,0,19480614,72,08,70대,075,75세미만,2019-01-31Z,,,
201250.711 453128.12 201250.941 453136.531 201250.381 453137.161 201245.831 453137.111 201244.171 453136.001 201244.731 453128.081 201250.711 453128.12,1988201247664531326300000000,1111017400100010001,11110,17400,1,0001,0001,4757,11110,21483,1,2,140.38,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19880805,32,04,30대,035,35세미만,2019-01-31Z,19880315,,
201381.847 452834.816 201379.867 452842.516 201371.937 452840.546 201374.027 452832.916 201381.847 452834.816,1988201376924528377000000000,1111017500100570007,11110,17500,1,0057,0007,4763,11110,8044,1,2,157.05,11,벽돌구조,01000,단독주택,0,2,1,19880725,32,04,30대,035,35세미만,2019-01-31Z,19871214,,
201411.757 452827.146 201410.287 452835.346 201401.707 452833.376 201403.757 452825.126 201411.757 452827.146,0000201406854528302800000000,1111017500100570036,11110,17500,1,0057,0036,4767,11110,14382,1,2,40,11,벽돌구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200360.155 453207.456 200352.495 453207.616 200351.564 453195.646 200359.605 453195.395 200360.155 453207.456,1989200355954532014700000000,1111016800101300011,11110,16800,1,0130,0011,4773,11110,19518,1,2,442.26,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,1,19890904,31,04,30대,035,35세미만,2019-01-31Z,19890330,,
199967.944 453343.983 199963.034 453342.473 199966.503 453331.323 199973.144 453332.983 199971.524 453339.773 199970.544 453339.643 199969.674 453343.083 199967.954 453343.013 199967.944 453343.983,1988199968094533375800000000,1111017200100830001,11110,17200,1,0083,0001,9267,11110,5212,1,2,289.58,21,철근콘크리트구조,01000,단독주택,0,3,1,19880924,32,04,30대,035,35세미만,2019-01-31Z,19880321,,
196974.55 453401.212 196983.34 453405.092 196980.41 453411.042 196967.68 453405.812 196970.04 453401.002 196974.55 453401.212,1973196975634534055200000000,1111011100100470072,11110,11100,1,0047,0072,24369,11110,18631,1,2,102.84,11,벽돌구조,01000,단독주택,0,2,1,19731208,47,05,40대,050,50세미만,2019-01-31Z,,,
201464.888 452836.035 201457.488 452836.085 201457.418 452834.645 201452.748 452834.445 201452.898 452830.665 201458.848 452830.725 201458.837 452828.575 201464.738 452828.775 201464.888 452836.035,1985201459704528325500000000,1111017500100570043,11110,17500,1,0057,0043,3914,11110,26615,1,2,54.25,11,벽돌구조,01000,단독주택,0,1,0,19850629,35,04,30대,040,40세미만,2019-01-31Z,19850430,,
200883.274 452906.225 200877.494 452913.805 200870.944 452908.225 200876.984 452901.695 200883.274 452906.225,1975200877164529075800000000,1111017400100230496,11110,17400,1,0023,0496,4377,11110,20496,1,2,107.71,11,벽돌구조,01000,단독주택,0,2,0,19750927,45,05,40대,050,50세미만,2019-01-31Z,,,
200889.664 452898.015 200884.144 452905.175 200878.024 452899.685 200883.624 452893.285 200889.664 452898.015,1975200883864528991000000000,1111017400100230495,11110,17400,1,0023,0495,4378,11110,26061,1,2,93.88,11,벽돌구조,01000,단독주택,0,2,1,19750927,45,05,40대,050,50세미만,2019-01-31Z,,,
200919.204 452859.224 200911.924 452867.364 200908.344 452863.784 200909.364 452861.864 200908.814 452860.674 200913.534 452854.654 200919.204 452859.224,1975200913264528608800000000,1111017400100230487,11110,17400,1,0023,0487,4382,11110,10471,1,2,105.89,11,벽돌구조,01000,단독주택,0,2,1,19750927,45,05,40대,050,50세미만,2019-01-31Z,,,
200946.843 452822.593 200944.043 452820.303 200943.673 452820.603 200940.983 452818.373 200947.103 452811.593 200952.513 452815.133 200946.843 452822.593,0000200946804528169900000000,1111017400100230730,11110,17400,1,0023,0730,4387,11110,3024,1,2,55.29,11,벽돌구조,01000,단독주택,0,1,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200957.983 452807.623 200952.563 452814.363 200947.483 452809.083 200949.903 452806.573 200950.933 452806.663 200953.423 452804.183 200957.983 452807.623,1974200952754528089900000000,1111017400100230473,11110,17400,1,0023,0473,4388,11110,18248,1,2,83.21,11,벽돌구조,01000,단독주택,0,2,0,19741230,46,05,40대,050,50세미만,2019-01-31Z,,,
198079.645 456841.283 198075.895 456842.263 198076.735 456849.913 198072.195 456850.603 198069.434 456831.503 198078.565 456830.642 198079.645 456841.283,1997198074454568392100000000,1111018300104300004,11110,18300,1,0430,0004,23456,11110,28624,1,2,405.04,21,철근콘크리트구조,01000,단독주택,8.8,2,1,19971212,23,03,20대,025,25세미만,2019-01-31Z,19970501,,
201894.032 452864.788 201893.062 452867.958 201897.552 452871.398 201894.582 452875.258 201885.842 452870.398 201890.082 452862.908 201894.032 452864.788,1959201891584528693900000000,1111017500103690000,11110,17500,1,0369,0000,4557,11110,23388,1,2,49.2,51,일반목구조,04000,제2종근린생활시설,0,1,0,19590410,61,07,60대,065,65세미만,2019-01-31Z,,,
202950.439 450781.802 202947.364 450781.609 202947.606 450776.271 202957.469 450776.914 202957.355 450780.722 202950.711 450780.272 202950.439 450781.802,1979202952064507787700000000,1120010700103180026,11200,10700,1,0318,0026,27392,11200,10075,1,2,61.06,11,벽돌구조,24000,방송통신시설,0,2,0,19790713,41,05,40대,045,45세미만,2019-01-31Z,,,경비동
200967.044 452242.498 200966.664 452250.968 200957.924 452250.688 200958.294 452242.018 200967.044 452242.498,1936200962464522465400000000,1111017400105800014,11110,17400,1,0580,0014,6556,11110,28379,1,2,46.28,51,일반목구조,01000,단독주택,0,1,0,19360610,84,09,80대,085,85세미만,2019-01-31Z,,,
202787.039 451023.948 202789.309 451032.309 202787.729 451034.488 202781.419 451031.439 202785.589 451023.408 202787.039 451023.948,1984202785784510294800000000,1120010700102900018,11200,10700,1,0290,0018,27542,11200,9603,1,2,37.78,11,벽돌구조,01000,단독주택,0,1,0,19840320,36,04,30대,040,40세미만,2019-01-31Z,,,
200470.601 452946.382 200470.021 452961.842 200466.232 452962.112 200466.152 452962.652 200463.212 452962.522 200463.551 452951.062 200462.171 452950.902 200462.281 452946.202 200470.601 452946.382,1997200466614529539200000000,1111016800102010051,11110,16800,1,0201,0051,4150,11110,8357,1,2,418.4,21,철근콘크리트구조,01000,단독주택,11.6,3,1,19970814,23,03,20대,025,25세미만,2019-01-31Z,19961031,,
200848.723 452227.86 200847.863 452226 200844.023 452227.44 200839.923 452218.22 200854.203 452212.02 200856.853 452216.83 200857.903 452216.719 200860.123 452220.839 200857.523 452221.88 200858.553 452224.049 200848.723 452227.86,1934200850094522203600000000,1111017400106870024,11110,17400,1,0687,0024,5102,11110,27542,1,2,55.06,51,일반목구조,04000,제2종근린생활시설,0,1,0,19340410,86,09,80대,090,90세미만,2019-01-31Z,,,
200901.372 452181.029 200899.283 452185.449 200893.603 452183.519 200894.872 452179.249 200901.372 452181.029,0000200897334521822800000000,1111017400105530001,11110,17400,1,0553,0001,5120,11110,1184,1,2,13.22,51,일반목구조,03000,제1종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201251.282 452592.166 201251.292 452594.056 201256.652 452594.146 201256.632 452598.186 201247.592 452598.176 201247.812 452592.056 201251.282 452592.166,1936201251724525956500000000,1111017400100410003,11110,17400,1,0041,0003,1917,11110,7166,1,2,33.06,51,일반목구조,01000,단독주택,0,1,0,19361224,84,09,80대,085,85세미만,2019-01-31Z,,,
