SHAPE,GIS_IDNTFC_NO,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,SRC_OBJECTID,SRC_LD_CPSG_CODE,BULD_IDNTFC_NO,AGBLDG_SE_CODE,BULD_KND_CODE,BULD_TOTAR,STRCT_CODE,STRCT_CODE_NM,MAIN_PRPOS_CODE,MAIN_PRPOS_CODE_NM,BULD_HG,GROUND_FLOOR_CO,UNDGRND_FLOOR_CO,USE_CONFM_DE,BULD_AGE,AGRDE_SE_CODE,AGRDE_SE_CODE_NM,AGRDE_5_CLASS_SE_CODE,AGRDE_5_CLASS_SE_CODE_NM,FRST_REGIST_DT,PRMISN_DE,BULD_NM,BULD_DONG_NM
200344.204 453194.896 200334.154 453193.256 200335.684 453184.876 200338.754 453185.526 200338.364 453187.816 200340.614 453188.226 200341.414 453186.036 200345.154 453186.696 200344.204 453194.896,1961200339764531902100000000,1111016800101300019,11110,16800,1,0130,0019,4661,11110,26852,1,2,53.86,51,일반목구조,01000,단독주택,0,1,0,19610830,59,06,50대,060,60세미만,2019-01-31Z,,,
201853.87 452796.098 201840.24 452798.358 201838.77 452788.588 201842.99 452788.348 201844.05 452792.098 201848.52 452791.028 201848.16 452786.868 201852.71 452786.268 201853.87 452796.098,1963201846544527928300000000,1111017500106970000,11110,17500,1,0697,0000,4596,11110,25893,1,2,89.75,51,일반목구조,01000,단독주택,0,1,0,19630710,57,06,50대,060,60세미만,2019-01-31Z,,,
201400.084 452618.174 201400.384 452612.394 201410.454 452613.174 201410.274 452618.754 201400.084 452618.174,1991201405264526156200000000,1111017500100590008,11110,17500,1,0059,0008,1549,11110,7368,1,2,297,11,벽돌구조,01000,단독주택,0,2,1,19910718,29,03,20대,030,30세미만,2019-01-31Z,19901220,,
200420.572 453016.173 200420.682 453016.813 200421.242 453016.853 200420.282 453026.193 200409.882 453025.493 200410.612 453018.583 200411.182 453018.473 200411.532 453015.803 200414.982 453016.093 200415.472 453015.543 200420.572 453016.173,1983200415694530209500000000,1111016800101920000,11110,16800,1,0192,0000,4736,11110,17840,1,2,208.3,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19831026,37,04,30대,040,40세미만,2019-01-31Z,19830317,,
200377.364 453172.975 200377.134 453183.865 200366.794 453183.065 200366.814 453176.235 200367.514 453175.805 200367.654 453171.845 200377.364 453172.975,1992200372134531780000000000,1111016800101300012,11110,16800,1,0130,0012,4746,11110,23777,1,2,311.64,21,철근콘크리트구조,01000,단독주택,0,3,1,19920321,28,03,20대,030,30세미만,2019-01-31Z,19910129,,
200777.663 452911.186 200768.103 452915.176 200764.453 452908.217 200768.103 452906.897 200769.833 452910.566 200772.373 452909.147 200770.663 452905.176 200774.753 452904.316 200777.663 452911.186,1961200771364529098800000000,1111017400106100025,11110,17400,1,0610,0025,3236,11110,14478,1,2,46.28,51,일반목구조,01000,단독주택,0,1,0,19611231,59,06,50대,060,60세미만,2019-01-31Z,,,
202900.173 462308.09 202900.173 462310.33 202907.533 462310.89 202906.593 462319 202893.403 462317.94 202894.423 462307.73 202900.173 462308.09,1983202900104623138400000000,1132010600106660009,11320,10600,1,0666,0009,7700,11320,7133,1,2,202.02,11,벽돌구조,01000,단독주택,0,2,1,19830601,37,04,30대,040,40세미만,2019-01-31Z,,,
201086.17 452542.228 201082.01 452544.488 201078.85 452538.059 201082.91 452536.268 201086.17 452542.228,0000201082484525403000000000,1111017400101300018,11110,17400,1,0130,0018,1985,11110,15644,1,2,16.53,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
203678.431 464850.618 203677.651 464851.198 203683.841 464858.158 203674.171 464867.238 203672.431 464867.528 203670.691 464867.339 203662.571 464859.509 203675.331 464847.718 203678.431 464850.618,1982203673414648584000000000,1132010800105720017,11320,10800,1,0572,0017,685,11320,14748,1,2,483.91,21,철근콘크리트구조,04000,제2종근린생활시설,0,2,1,19821011,38,04,30대,040,40세미만,2019-01-31Z,,,
195838.226 456828.719 195833.216 456843.649 195825.776 456841.159 195830.756 456826.219 195838.226 456828.719,1999195831994568349300000000,1111018200102300040,11110,18200,1,0230,0040,10335,11110,9456,1,2,319.24,51,일반목구조,01000,단독주택,11.53,3,0,19990421,21,03,20대,025,25세미만,2019-01-31Z,19980526,,
199847.371 452602.499 199847.131 452606.989 199834.841 452606.629 199835.031 452601.989 199847.371 452602.499,0000199841064526045200000000,1111015900100490018,11110,15900,1,0049,0018,15040,11110,9472,1,2,161.74,11,벽돌구조,01000,단독주택,0,2,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201438.67 453023.047 201432.851 453025.137 201431.02 453020.607 201433.58 453019.557 201432.14 453015.687 201435.15 453014.407 201438.67 453023.047,0000201434704530202800000000,1111017500100430000,11110,17500,1,0043,0000,4876,11110,3290,1,2,36.17,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201459.17 453004.126 201451.83 452999.806 201453.86 452996.856 201457.65 452998.746 201458.81 452996.656 201455.48 452994.776 201457.46 452991.526 201463.87 452995.786 201459.17 453004.126,0000201458274529980500000000,1111017500100340001,11110,17500,1,0034,0001,4885,11110,13053,1,2,49.57,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200531.927 452637.128 200530.767 452642.878 200521.637 452641.268 200522.917 452635.318 200531.927 452637.128,1984200526784526391400000000,1111016700100010005,11110,16700,1,0001,0005,1835,11110,6108,1,2,113.48,11,벽돌구조,01000,단독주택,0,2,1,19840704,36,04,30대,040,40세미만,2019-01-31Z,19840514,,
201920.552 452878.988 201917.392 452881.488 201913.342 452876.178 201912.512 452876.548 201910.652 452874.508 201916.422 452870.568 201918.462 452872.538 201916.962 452873.828 201920.552 452878.988,1992201915964528758600000000,1111017500103860000,11110,17500,1,0386,0000,4627,11110,26079,1,2,299.24,21,철근콘크리트구조,01000,단독주택,12.6,4,1,19920817,28,03,20대,030,30세미만,2019-01-31Z,19920407,,
201643.625 452597.33 201643.335 452598.89 201647.625 452599.64 201646.225 452607.19 201637.116 452605.1 201638.625 452596.22 201643.625 452597.33,1970201642214526019400000000,1111017500101780119,11110,17500,1,0178,0119,1966,11110,6340,1,2,143.99,11,벽돌구조,01000,단독주택,0,3,0,19701124,50,06,50대,055,55세미만,2019-01-31Z,,,
200376.142 453051.854 200376.053 453059.254 200373.232 453058.294 200373.082 453055.944 200368.792 453055.204 200368.852 453051.354 200376.142 453051.854,0000200372984530544600000000,1111016800101900010,11110,16800,1,0190,0010,4644,11110,22373,1,2,29.75,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201619.744 452510.89 201619.624 452515.66 201618.824 452517.4 201602.394 452515.62 201602.833 452508.97 201619.744 452510.89,1996201611064525132200000000,1111017500100720168,11110,17500,1,0072,0168,8578,11110,7042,1,2,394.24,21,철근콘크리트구조,01000,단독주택,9.45,3,1,19961120,24,03,20대,025,25세미만,2019-01-31Z,19960509,,
201814.343 452352.855 201801.752 452347.175 201804.812 452340.095 201808.943 452341.665 201807.533 452345.325 201811.163 452346.425 201812.692 452343.515 201817.543 452345.305 201814.343 452352.855,1965201809584523467200000000,1111017500102020028,11110,17500,1,0202,0028,8728,11110,7733,1,2,93.82,51,일반목구조,04000,제2종근린생활시설,0,1,0,19650310,55,06,50대,060,60세미만,2019-01-31Z,,,
201357.527 452853.587 201352.107 452859.967 201342.797 452851.757 201347.797 452845.897 201351.977 452850.077 201352.897 452849.237 201357.527 452853.587,1991201350184528529100000000,1111017500100560018,11110,17500,1,0056,0018,3769,11110,16904,1,2,292.5,21,철근콘크리트구조,01000,단독주택,0,3,1,19911116,29,03,20대,030,30세미만,2019-01-31Z,19910715,,
201053.898 452434.048 201049.038 452438.998 201043.428 452433.338 201048.688 452428.458 201053.898 452434.048,1997201048724524337100000000,1111017400101380058,11110,17400,1,0138,0058,8130,11110,15205,1,2,145.49,11,벽돌구조,01000,단독주택,7.2,2,1,19970430,23,03,20대,025,25세미만,2019-01-31Z,19940415,,
197537.333 453281.312 197534.703 453290.302 197530.373 453289.602 197532.523 453280.472 197537.333 453281.312,0000197533754532853300000000,1111010400101780003,11110,10400,1,0178,0003,24013,11110,4762,1,2,39.67,51,일반목구조,05000,문화및집회시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201334.66 453013.618 201330.089 453017.548 201324.039 453010.568 201328.029 453006.909 201334.66 453013.618,1940201329264530122100000000,1111017500100110001,11110,17500,1,0011,0001,3839,11110,9976,1,2,29.75,51,일반목구조,01000,단독주택,0,1,0,19400614,80,09,80대,085,85세미만,2019-01-31Z,,,
201354.419 452994.128 201349.559 452997.818 201345.109 452993.118 201347.749 452990.768 201349.139 452992.088 201351.199 452990.438 201354.419 452994.128,0000201349784529938800000000,1111017500100120004,11110,17500,1,0012,0004,3846,11110,15986,1,2,13.22,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
196311.53 455570.241 196303.31 455570.431 196303.189 455565.231 196301.92 455565.271 196301.729 455560.101 196303.739 455560.031 196303.549 455554.831 196310.879 455554.511 196311.04 455558.201 196311.86 455558.17 196312.16 455565.111 196311.6 455565.101 196311.53 455570.241,1996196307244555626600000000,1111018600101790002,11110,18600,1,0179,0002,11591,11110,5557,1,2,482.88,21,철근콘크리트구조,01000,단독주택,11.25,3,1,19961007,24,03,20대,025,25세미만,2019-01-31Z,19950811,,
199699.676 454242.695 199695.936 454238.405 199703.026 454230.475 199707.656 454231.395 199711.466 454235.805 199708.076 454239.665 199706.996 454238.855 199702.606 454242.535 199701.476 454241.295 199699.676 454242.695,1964199703644542365200000000,1111017000100050075,11110,17000,1,0005,0075,26155,11110,27847,1,2,105.72,21,철근콘크리트구조,01000,단독주택,0,2,0,19641224,56,06,50대,060,60세미만,2019-01-31Z,,,
201313.474 452037.511 201309.784 452037.351 201309.774 452034.49 201309.044 452034.291 201309.083 452030.391 201308.453 452030.111 201308.533 452027.191 201313.703 452027.091 201313.474 452037.511,0000201311324520319300000000,1111017400104020009,11110,17400,1,0402,0009,5811,11110,2923,1,2,54.55,51,일반목구조,01000,단독주택,0,1,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
196794.053 451812.062 196784.733 451825.212 196772.913 451816.422 196782.463 451803.592 196794.053 451812.062,1983196783524518143500000000,1111017600100510000,11110,17600,1,0051,0000,12174,11110,28154,1,2,1499.54,21,철근콘크리트구조,04000,제2종근린생활시설,0,5,1,19831101,37,04,30대,040,40세미만,2019-01-31Z,19830321,,
200516.127 452655.019 200515.047 452659.999 200506.727 452658.249 200508.057 452653.389 200516.127 452655.019,2002200511494526566700000000,1111016700100010015,11110,16700,1,0001,0015,1188,11110,17146,1,2,113.65,21,철근콘크리트구조,01000,단독주택,6.9,2,0,20020620,18,02,10대,020,20세미만,2019-01-31Z,20020225,,
202813.269 451010.908 202812.409 451011.338 202813.399 451014.028 202804.639 451016.468 202803.049 451011.168 202812.479 451008.048 202813.269 451010.908,1959202808414510123500000000,1120010700102900012,11200,10700,1,0290,0012,27547,11200,9601,1,2,37.02,51,일반목구조,03000,제1종근린생활시설,3.3,1,0,19590610,61,07,60대,065,65세미만,2019-01-31Z,,행당동 290-12 제2종근생,
202608.001 450586.298 202606.521 450588.408 202613.931 450592.428 202611.361 450598.088 202599.121 450591.778 202603.101 450584.118 202608.001 450586.298,1984202606384505913400000000,1120010700103220169,11200,10700,1,0322,0169,27324,11200,10154,1,2,197.26,21,철근콘크리트구조,04000,제2종근린생활시설,0,3,0,19841010,36,04,30대,040,40세미만,2019-01-31Z,19840229,,
199087.066 453947.332 199077.256 453944.693 199078.306 453941.313 199074.846 453940.512 199079.376 453922.402 199076.936 453919.522 199075.276 453921.142 199054.065 453896.482 199059.795 453891.642 199057.865 453888.792 199064.095 453883.392 199066.325 453886.332 199069.195 453883.562 199075.315 453890.892 199077.775 453894.902 199080.115 453900.342 199084.945 453901.532 199090.595 453878.792 199101.615 453881.672 199102.055 453880.332 199125.565 453886.861 199116.026 453923.132 199102.586 453919.702 199096.066 453945.902 199088.026 453943.792 199087.066 453947.332,0000199092014539082000000000,1111017300100530021,11110,17300,1,0053,0021,25692,11110,1727,1,2,15221.23,42,철골철근콘크리트구조,10000,교육연구시설,19.8,5,3,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,법학관,법학관
203214.887 450681.629 203214.327 450683.679 203217.987 450685.039 203217.737 450688.559 203209.157 450685.509 203211.097 450680.239 203214.887 450681.629,1960203213534506845800000000,1120010700101340028,11200,10700,1,0134,0028,27456,11200,9296,1,2,25.32,51,일반목구조,01000,단독주택,0,1,0,19600301,60,07,60대,065,65세미만,2019-01-31Z,,,
198780.906 452242.412 198779.746 452244.183 198782.606 452245.713 198783.076 452250.873 198776.396 452251.713 198776.026 452252.253 198757.106 452241.014 198761.786 452231.303 198779.016 452239.053 198778.236 452240.543 198780.906 452242.412,0000198770424522421600000000,1111013600100360001,11110,13600,1,0036,0001,18130,11110,15710,1,2,254.55,21,철근콘크리트구조,01000,단독주택,0,4,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
202816.059 451021.658 202804.279 451025.008 202803.449 451021.488 202802.409 451021.788 202801.769 451018.228 202814.149 451015.058 202816.059 451021.658,1995202808974510199600000000,1120010700102900011,11200,10700,1,0290,0011,27655,11200,9600,1,2,286.57,21,철근콘크리트구조,01000,단독주택,10.2,3,1,19950704,25,03,20대,030,30세미만,2019-01-31Z,19941219,,
201232.484 452082.152 201232.544 452082.502 201237.094 452082.632 201237.244 452083.222 201239.534 452083.412 201238.684 452091.792 201229.304 452092.032 201229.464 452081.982 201232.484 452082.152,0000201234104520871700000000,1111017400103910006,11110,17400,1,0391,0006,5669,11110,19970,1,2,49.59,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201189.323 452065.793 201189.813 452073.373 201178.503 452075.563 201178.703 452065.433 201189.323 452065.793,0000201183824520701100000000,1111017400104140003,11110,17400,1,0414,0003,5675,11110,18974,1,2,56.2,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200981.044 452227.808 200972.894 452226.948 200975.304 452208.177 200978.123 452208.448 200979.044 452203.937 200983.794 452204.657 200981.044 452227.808,0000200978494522165500000000,1111017400105380001,11110,17400,1,0538,0001,5993,11110,16359,1,2,1534.67,21,철근콘크리트구조,04000,제2종근린생활시설,0,6,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200738.744 452936.877 200739.023 452942.577 200738.563 452942.647 200738.523 452945.687 200733.514 452944.667 200733.503 452942.457 200731.313 452942.158 200731.243 452940.487 200730.034 452940.208 200730.393 452936.358 200738.744 452936.877,1993200735014529404200000000,1111017400106140001,11110,17400,1,0614,0001,4318,11110,28687,1,2,165.08,11,벽돌구조,01000,단독주택,0,2,1,19930609,27,03,20대,030,30세미만,2019-01-31Z,19921105,,
197517.026 456602.95 197506.836 456605.5 197504.196 456595.01 197514.386 456592.45 197517.026 456602.95,1983197510614565989700000000,1111018300100910000,11110,18300,1,0091,0000,22523,11110,24024,1,2,198.48,11,벽돌구조,01000,단독주택,6.5,2,1,19830809,37,04,30대,040,40세미만,2019-01-31Z,19830511,,
200747.713 452917.597 200745.333 452915.977 200745.473 452915.397 200744.913 452914.687 200749.873 452908.427 200754.643 452911.527 200751.713 452915.217 200750.543 452915.187 200747.713 452917.597,1993200749554529130600000000,1111017400106110026,11110,17400,1,0611,0026,3238,11110,23448,1,2,111.36,11,벽돌구조,01000,단독주택,6.4,2,1,19931218,27,03,20대,030,30세미만,2019-01-31Z,19931007,,
200762.304 452926.577 200757.473 452925.847 200758.163 452920.717 200758.593 452920.757 200759.263 452914.817 200765.403 452915.717 200764.113 452922.117 200763.293 452922.047 200762.304 452926.577,2000200761244529205000000000,1111017400106110015,11110,17400,1,0611,0015,3240,11110,17557,1,2,164.46,21,철근콘크리트구조,01000,단독주택,9,3,0,20000605,20,03,20대,025,25세미만,2019-01-31Z,19960719,,
200421.982 452374.308 200420.512 452379.898 200420.102 452379.918 200418.992 452384.648 200405.792 452381.708 200405.832 452381.038 200402.482 452379.848 200404.872 452371.398 200412.972 452373.188 200413.532 452372.248 200421.982 452374.308,2005200412354523777400000000,1111016700101840000,11110,16700,1,0184,0000,7421,11110,16090,1,2,1926.2,21,철근콘크리트구조,03000,제1종근린생활시설,31.65,9,2,20050430,15,02,10대,020,20세미만,2019-01-31Z,20040407,비젼빌딩,비젼빌딩
198546.312 452707.271 198544.912 452713.731 198537.002 452712.501 198538.002 452705.991 198546.312 452707.271,1968198541564527098400000000,1111014100101730000,11110,14100,1,0173,0000,15490,11110,9474,1,2,135.56,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19680530,52,06,50대,055,55세미만,2019-01-31Z,,,
199813.28 453803.25 199812.9 453804.359 199815.69 453805.69 199811.21 453815.06 199803.85 453811.57 199808.7 453801.209 199813.28 453803.25,1980199809824538082400000000,1111017000100550001,11110,17000,1,0055,0001,25935,11110,11148,1,2,142.25,11,벽돌구조,01000,단독주택,0,2,1,19801210,40,05,40대,045,45세미만,2019-01-31Z,,,
199619.526 452444.021 199608.596 452441.631 199612.256 452427.461 199615.386 452425.961 199630.196 452429.281 199627.106 452436.871 199621.696 452435.721 199619.526 452444.021,1998199618204524343000000000,1111015900102640000,11110,15900,1,0264,0000,19438,11110,18636,1,2,284.82,21,철근콘크리트구조,01000,단독주택,6.5,2,1,19981022,22,03,20대,025,25세미만,2019-01-31Z,19980515,,
201772.136 452553.148 201771.846 452553.807 201776.916 452555.208 201775.796 452558.667 201775.956 452558.747 201774.666 452562.897 201766.086 452560.298 201768.846 452552.087 201772.136 452553.148,1960201771524525576700000000,1111017500101780074,11110,17500,1,0178,0074,1900,11110,5596,1,2,107.31,11,벽돌구조,01000,단독주택,0,2,0,19601210,60,07,60대,065,65세미만,2019-01-31Z,,,
